343.0	54
344.0	75
345.0	45
346.0	52
347.0	80
348.0	65
349.0	54
350.0	79
351.0	69
352.0	64
353.0	74
354.0	84
355.0	57
356.0	77
357.0	93
358.0	53
359.0	66
360.0	79
361.0	69
362.0	63
363.0	69
364.0	96
365.0	48
366.0	62
366.5	1
367.0	131
367.5	1
368.0	87
369.0	55
370.0	104
371.0	97
372.0	74
373.0	108
374.0	94
375.0	57
375.5	1
376.0	97
377.0	127
378.0	75
379.0	80
380.0	116
381.0	81
382.0	85
383.0	106
384.0	142
385.0	74
386.0	115
387.0	125
388.0	83
389.0	100
390.0	139
390.5	1
391.0	104
392.0	88
393.0	121
394.0	145
395.0	79
396.0	126
397.0	153
398.0	121
399.0	99
400.0	162
401.0	122
402.0	108
403.0	138
404.0	159
405.0	110
406.0	134
406.5	1
407.0	161
408.0	123
409.0	139
410.0	204
411.0	153
412.0	114
413.0	161
414.0	168
415.0	119
415.5	1
416.0	160
417.0	177
418.0	123
419.0	132
420.0	238
421.0	172
421.5	1
422.0	132
422.5	1
423.0	228
424.0	186
425.0	156
426.0	203
427.0	253
428.0	159
429.0	163
430.0	238
431.0	162
432.0	187
433.0	266
434.0	221
435.0	156
436.0	226
437.0	267
438.0	159
439.0	234
440.0	342
441.0	211
442.0	207
443.0	284
444.0	241
445.0	203
446.0	240
447.0	294
448.0	246
449.0	277
450.0	441
451.0	277
452.0	259
453.0	348
454.0	314
455.0	235
456.0	314
457.0	322
458.0	287
459.0	312
460.0	559
460.5	1
461.0	304
462.0	289
463.0	494
463.5	1
464.0	389
465.0	269
466.0	458
467.0	456
468.0	304
469.0	400
470.0	631
471.0	341
471.5	1
472.0	405
473.0	584
474.0	407
475.0	367
476.0	606
477.0	485
478.0	424
479.0	566
480.0	702
481.0	438
482.0	498
482.5	1
483.0	751
484.0	499
484.5	1
485.0	483
486.0	702
486.5	1
487.0	646
488.0	507
489.0	709
490.0	839
491.0	558
492.0	641
492.5	1
493.0	1313
494.0	782
494.5	2
495.0	604
496.0	1340
497.0	884
497.5	2
498.0	533
499.0	1237
499.5	1
500.0	950
500.5	1
501.0	707
502.0	1133
503.0	6078
504.0	876
505.0	1036
506.0	19545
507.0	1037
508.0	965
509.0	20144
509.5	1
510.0	1104
511.0	876
512.0	20277
512.5	1
513.0	1048
514.0	1457
515.0	15348
515.5	1
516.0	996
517.0	1623
518.0	12901
519.0	877
519.5	2
520.0	1822
520.5	1
521.0	11726
522.0	828
523.0	1428
524.0	8846
525.0	708
526.0	1471
526.5	1
527.0	17775
528.0	669
529.0	1329
529.5	1
530.0	19298
530.5	1
531.0	635
532.0	1231
533.0	14959
534.0	698
535.0	1156
536.0	1625
537.0	948
537.5	1
538.0	1025
539.0	1554
540.0	1214
541.0	1062
541.5	4
542.0	1420
543.0	2286
544.0	1173
544.5	1
545.0	1279
546.0	2233
546.5	1
547.0	1347
548.0	1120
549.0	2177
550.0	1747
551.0	1119
552.0	1969
552.5	1
553.0	2127
553.5	1
554.0	1122
555.0	1861
555.5	1
556.0	16922
556.5	1
557.0	1386
557.5	1
558.0	1643
559.0	19571
560.0	1779
560.5	3
561.0	1632
562.0	24387
562.5	2
563.0	2416
564.0	1472
565.0	21512
566.0	2693
567.0	1859
567.5	1
568.0	22323
568.5	1
569.0	2018
570.0	2296
571.0	18736
571.5	1
572.0	1451
573.0	3041
573.5	2
574.0	16453
575.0	1238
575.5	1
576.0	3788
576.5	2
577.0	13685
578.0	888
579.0	2547
580.0	19527
580.5	1
581.0	860
582.0	1603
582.5	1
583.0	18625
583.5	2
584.0	896
585.0	1461
585.5	2
586.0	16348
586.5	3
587.0	778
588.0	1105
588.5	2
589.0	14626
590.0	929
590.5	1
591.0	892
592.0	2513
592.5	1
593.0	2041
593.5	2
594.0	1024
594.5	2
595.0	2024
595.5	1
596.0	4081
596.5	4
597.0	962
597.5	1
598.0	1878
598.5	3
599.0	5184
599.5	1
600.0	955
601.0	1335
601.5	3
602.0	3470
603.0	1926
603.5	2
604.0	1476
605.0	2380
606.0	4249
606.5	5
607.0	1512
607.5	1
608.0	2408
608.5	2
609.0	7217
609.5	1
610.0	1363
610.5	1
611.0	1521
612.0	4638
612.5	1
613.0	2022
613.5	2
614.0	1304
614.5	1
615.0	2746
616.0	4718
616.5	11
617.0	1657
618.0	2913
618.5	1
619.0	8848
620.0	1165
621.0	1881
621.5	1
622.0	22513
622.5	1
623.0	1477
624.0	1953
624.5	4
625.0	17513
626.0	4148
627.0	2110
628.0	13190
629.0	9596
629.5	40
630.0	1946
630.5	1
631.0	16042
631.5	2
632.0	12140
633.0	1624
633.5	1
634.0	9420
634.5	3
635.0	4355
636.0	3510
637.0	12219
638.0	1968
638.5	1
639.0	11117
640.0	13274
641.0	3211
642.0	16558
643.0	11157
644.0	976
644.5	3
645.0	4893
646.0	9288
647.0	617
648.0	2308
649.0	17823
650.0	1329
650.5	3
651.0	2536
652.0	40893
653.0	515
654.0	1312
655.0	28736
656.0	163
657.0	1020
657.5	35
658.0	1992
659.0	6217
660.0	432
661.0	3519
662.0	22013
663.0	224
664.0	2432
664.5	4
665.0	44883
666.0	141
667.0	1215
668.0	3687
669.0	138
670.0	288
671.0	2960
672.0	25332
673.0	258
674.0	7747
675.0	49108
676.0	174
677.0	481
678.0	4684
679.0	146
680.0	512
681.0	5288
682.0	141
683.0	763
684.0	557
685.0	106967
687.0	894
688.0	17995
691.0	2889
695.0	247
698.0	1025405
WARN: The method class org.apache.commons.logging.impl.SLF4JLogFactory#release() was invoked.
WARN: Please see http://www.slf4j.org/codes.html#release for an explanation.
