-1990.0	1
-1452.0	1
-1436.0	1
-1403.0	1
-1322.0	1
-1290.0	1
-1212.0	1
-1169.0	1
-1165.0	1
-1127.0	1
-1100.0	1
-1072.0	1
-939.0	1
-921.0	1
-892.0	1
-887.0	1
-879.0	1
-869.0	1
-865.0	1
-827.0	1
-824.0	1
-821.0	1
-805.0	1
-765.0	1
-764.0	2
-759.0	1
-738.0	1
-707.0	1
-703.0	1
-649.0	2
-630.0	1
-616.0	2
-593.0	1
-592.0	1
-589.0	1
-588.0	1
-583.0	1
-582.0	2
-579.0	1
-577.0	1
-569.0	2
-565.0	1
-563.0	1
-559.0	1
-552.0	1
-539.0	1
-535.0	1
-534.0	1
-529.0	1
-524.0	2
-513.0	1
-501.0	1
-499.0	1
-495.0	1
-488.0	1
-479.0	2
-475.0	1
-467.0	1
-457.0	2
-446.0	1
-429.0	1
-428.0	1
-422.0	1
-421.0	1
-410.0	1
-409.0	1
-408.0	1
-403.0	1
-402.0	1
-399.0	1
-398.0	1
-393.0	1
-392.0	1
-389.0	1
-385.0	1
-379.0	1
-362.0	2
-355.0	1
-350.0	1
-347.0	1
-346.0	1
-345.0	1
-339.0	1
-338.0	2
-337.0	1
-328.0	1
-327.0	1
-326.0	1
-321.0	2
-312.0	1
-305.0	1
-299.0	1
-298.0	1
-294.0	1
-287.0	1
-282.0	4
-280.0	1
-279.0	1
-275.0	1
-272.0	1
-268.0	1
-263.0	1
-262.0	3
-259.0	1
-256.0	3
-252.0	2
-250.0	1
-248.0	1
-247.0	3
-245.0	1
-243.0	1
-242.0	1
-237.0	1
-236.0	1
-232.0	2
-231.0	1
-226.0	1
-225.0	1
-221.0	1
-220.0	1
-219.0	1
-215.0	1
-212.0	2
-211.0	1
-210.0	3
-209.0	3
-205.0	3
-202.0	2
-201.0	1
-197.0	1
-196.0	3
-193.0	3
-192.0	1
-190.0	1
-189.0	3
-187.0	2
-186.0	2
-185.0	3
-184.0	1
-181.0	1
-179.0	2
-175.0	1
-173.0	2
-172.0	1
-171.0	2
-169.0	2
-168.0	2
-166.0	1
-165.0	2
-164.0	1
-162.0	2
-160.0	1
-159.0	1
-157.0	4
-154.0	1
-153.0	1
-152.0	3
-151.0	1
-150.0	1
-149.0	2
-146.0	2
-145.0	1
-144.0	1
-143.0	1
-142.0	4
-139.0	4
-136.0	2
-135.0	2
-133.0	3
-132.0	4
-129.0	3
-127.0	1
-126.0	1
-125.0	1
-123.0	2
-122.0	1
-121.0	1
-120.0	3
-119.0	6
-117.0	2
-116.0	1
-115.0	1
-114.0	2
-113.0	1
-112.0	2
-110.0	3
-109.0	2
-105.0	3
-104.0	1
-103.0	2
-99.0	1
-98.0	2
-96.0	4
-95.0	1
-90.0	2
-89.0	4
-87.0	1
-86.0	1
-85.0	1
-82.0	2
-81.0	2
-80.0	1
-79.0	5
-78.0	1
-77.0	2
-76.0	2
-75.0	3
-74.0	1
-73.0	1
-71.0	2
-70.0	1
-69.0	3
-67.0	3
-66.0	4
-65.0	1
-62.0	2
-61.0	1
-59.0	3
-57.0	4
-56.0	3
-55.0	2
-54.0	1
-53.0	3
-52.0	2
-50.0	2
-49.0	2
-48.0	3
-46.0	3
-45.0	2
-44.0	1
-42.0	5
-40.0	2
-39.0	6
-38.0	1
-37.0	1
-36.0	1
-35.0	2
-34.0	1
-33.0	7
-32.0	4
-31.0	3
-30.0	4
-29.0	1
-28.0	2
-27.0	2
-26.0	3
-25.0	4
-24.0	1
-23.0	2
-22.0	5
-21.0	5
-20.0	4
-19.0	3
-18.0	3
-17.0	4
-16.0	5
-15.0	2
-14.0	3
-13.0	1
-12.0	4
-10.0	2
-9.0	6
-8.0	3
-7.0	3
-6.0	3
-5.0	3
-4.0	3
-2.0	4
0.0	267
1.0	4
3.0	2
4.0	7
5.0	2
6.0	1
7.0	3
8.0	3
9.0	1
11.0	2
13.0	1
14.0	8
15.0	2
17.0	3
18.0	1
19.0	4
21.0	3
22.0	5
23.0	2
24.0	7
25.0	6
26.0	3
27.0	4
28.0	3
29.0	1
30.0	4
31.0	8
32.0	6
33.0	5
34.0	8
35.0	1
36.0	6
37.0	2
38.0	5
39.0	1
40.0	3
41.0	16
42.0	3
43.0	2
44.0	7
45.0	2
46.0	1
47.0	3
48.0	3
49.0	1
50.0	4
51.0	6
52.0	1
53.0	4
54.0	8
55.0	3
56.0	3
57.0	4
58.0	9
59.0	3
60.0	2
61.0	10
62.0	1
63.0	6
64.0	4
65.0	1
66.0	3
67.0	7
68.0	4
69.0	6
70.0	4
71.0	6
72.0	4
73.0	3
74.0	8
75.0	4
76.0	6
77.0	4
78.0	5
79.0	4
80.0	6
81.0	7
82.0	12
83.0	4
84.0	6
85.0	4
86.0	6
87.0	5
88.0	4
89.0	2
90.0	1
91.0	10
92.0	3
93.0	4
94.0	4
95.0	7
96.0	4
97.0	6
98.0	7
99.0	2
100.0	7
101.0	12
102.0	2
103.0	6
104.0	7
105.0	3
106.0	6
107.0	9
108.0	10
109.0	4
110.0	10
111.0	9
112.0	9
113.0	9
114.0	13
115.0	9
117.0	5
118.0	9
119.0	6
120.0	4
121.0	12
122.0	3
123.0	4
124.0	4
125.0	6
126.0	8
127.0	7
128.0	12
129.0	10
130.0	9
131.0	15
132.0	5
133.0	9
134.0	14
135.0	4
136.0	6
137.0	13
138.0	6
139.0	7
140.0	7
141.0	6
142.0	3
143.0	6
144.0	6
145.0	7
146.0	6
147.0	7
148.0	6
149.0	9
150.0	13
151.0	8
152.0	6
153.0	11
154.0	19
155.0	6
156.0	5
157.0	12
158.0	14
159.0	6
160.0	4
161.0	17
162.0	6
163.0	7
163.5	1
164.0	12
165.0	7
166.0	13
167.0	19
168.0	6
169.0	7
170.0	9
171.0	21
172.0	8
173.0	9
174.0	18
175.0	10
176.0	13
177.0	15
178.0	15
179.0	7
180.0	15
181.0	16
182.0	12
183.0	7
184.0	12
185.0	11
186.0	12
187.0	18
188.0	14
189.0	14
190.0	16
191.0	17
192.0	5
193.0	12
194.0	21
195.0	8
196.0	9
197.0	11
198.0	18
199.0	14
200.0	9
200.5	1
201.0	18
202.0	8
203.0	11
204.0	17
205.0	8
206.0	16
207.0	15
208.0	14
209.0	16
210.0	18
211.0	28
212.0	18
213.0	14
214.0	22
215.0	11
216.0	16
217.0	13
218.0	14
219.0	8
220.0	12
221.0	22
222.0	12
223.0	22
224.0	24
225.0	12
226.0	15
227.0	21
228.0	20
229.0	14
230.0	28
231.0	24
232.0	19
233.0	12
234.0	23
235.0	13
236.0	13
237.0	30
238.0	18
239.0	17
240.0	25
241.0	35
242.0	16
243.0	16
244.0	24
245.0	19
246.0	27
247.0	26
248.0	30
249.0	18
250.0	32
251.0	28
252.0	12
253.0	19
254.0	21
255.0	20
256.0	18
257.0	33
258.0	22
259.0	14
260.0	23
261.0	28
262.0	17
263.0	19
264.0	36
265.0	14
266.0	21
267.0	31
268.0	19
269.0	17
270.0	27
271.0	34
272.0	21
273.0	28
274.0	29
275.0	29
276.0	18
277.0	39
278.0	26
279.0	27
280.0	51
281.0	36
282.0	23
283.0	37
284.0	39
285.0	18
286.0	29
287.0	45
288.0	18
289.0	30
290.0	38
291.0	41
292.0	32
293.0	40
294.0	46
295.0	31
296.0	30
297.0	61
298.0	26
299.0	38
300.0	38
301.0	50
302.0	35
303.0	38
304.0	53
305.0	34
306.0	40
307.0	56
308.0	39
309.0	34
310.0	43
311.0	43
312.0	35
313.0	32
314.0	60
315.0	42
316.0	43
317.0	44
318.0	41
319.0	40
320.0	64
321.0	46
322.0	37
323.0	60
324.0	55
325.0	32
326.0	42
327.0	56
328.0	57
329.0	50
330.0	69
331.0	63
332.0	37
333.0	57
334.0	56
335.0	43
336.0	54
337.0	76
338.0	37
339.0	51
340.0	91
341.0	48
342.0	44
